# Radial distribution function (200 data points):
# "Pair separation distance" Zn3+2-Zn3+2 Zn3+2-O_R "Zn3+2-C in CO2" O_R-O_R "O_R-C in CO2" "C in CO2-C in CO2"
2.675 0.0 0.0 0.0 0.0 0.5559196808 0.0 
2.725 0.0 0.0 0.0 0.0 0.5357066883 0.0 
2.775 14.2381363892 0.0 0.0 3.9550378859 1.2914409423 0.0 
2.825 27.4772096424 0.0 0.0 8.3958140574 0.4984527826 0.0 
2.875 6.6324537944 0.0 0.0 1.473878621 0.2406332442 0.3142964823 
2.925 44.8535272528 0.0 0.0 9.2554897506 0.6974309388 0.6072868039 
2.975 37.1644718122 0.0 0.0 14.4528501492 0.4494569531 0.0 
3.025 29.9550629206 0.0 0.0 7.3223487139 1.0868050039 0.2839000827 
3.075 23.1910845814 0.9662951909 0.0 7.0861647332 0.4206999471 0.0 
3.125 39.2961143702 9.3562177072 0.0 6.2374784715 1.4257093649 1.0640862898 
3.175 16.3149481325 16.3149481325 0.0 3.6255440294 0.5919255558 0.5154181711 
3.225 15.8129899494 14.9344905078 0.5737139211 2.9283314721 1.7211417632 0.0 
3.275 20.4451275538 12.7782047211 0.0 0.5679202098 0.7417733353 0.2422117013 
3.325 9.9174356202 15.7026063986 2.6986219375 0.0 1.079448775 0.939928185 
3.375 0.0 3.2085892256 0.5238513021 0.0 0.6984684028 1.3684278913 
3.425 0.0 8.5678814266 1.0173365701 0.0 1.5260048552 1.1073051103 
3.475 0.0 0.7566456098 0.9882718168 0.0 0.8235598474 1.2908040057 
3.525 0.0 0.0 0.0 0.0 0.6402900274 0.4181485893 
3.575 0.0 0.0 1.4006370442 0.0 1.8675160589 2.0326705403 
3.625 0.0 0.0 0.45408862 0.0 0.90817724 0.7907937872 
3.675 0.0 0.0 0.8836334237 0.0 1.1781778982 1.3464890266 
3.725 0.0 0.0 0.4300356404 0.0 1.8634877752 1.6850376115 
3.775 0.0 0.0 0.0 0.0 0.9770123412 0.9114983941 
3.825 0.0 0.0 1.2235330835 0.0 1.9032736854 1.2429542435 
3.875 0.0 0.0 1.1921621814 0.0 1.4570871106 0.8650609933 
3.925 0.0 0.0 0.7746549953 0.0 1.5493099906 2.0235885591 
3.975 0.0 0.0 0.7552896418 0.0 0.5035264279 1.3153343421 
4.025 0.0 0.5639911286 1.1049622111 0.0 1.8416036852 1.4432159492 
4.075 0.0 1.1004718755 0.7186755105 0.0 1.437351021 1.8773564356 
4.125 0.0 4.8328010079 2.1040766293 0.0 1.7533971911 1.3740908599 
4.175 0.0 3.669353192 2.7386426156 1.0483866263 1.2552111988 1.49041775 
4.225 0.0 3.0711595717 1.0028276153 0.3412399524 0.8914023247 1.6008858076 
4.275 0.0 5.4995242735 0.9795071062 1.3332180057 0.5441706146 0.8529041469 
4.325 0.0 7.3269600822 1.2759876062 0.6512853406 0.6379938031 1.111064038 
4.375 0.0 12.8888019217 0.9352418628 2.5459361821 0.7274103377 2.0359006537 
4.425 0.0 10.732633324 1.2189681149 3.4219990308 1.3205487911 1.061414413 
4.475 0.0 8.2128054413 2.3837621235 3.3459577724 1.09255764 1.8161997132 
4.525 0.0 7.1398325057 0.5828434699 8.9247906321 1.1656869397 0.7612649402 
4.575 0.0 7.8577030521 0.5701734641 8.43975513 0.285086732 1.2411939354 
4.625 0.0 7.2615752865 1.1158242937 5.1258178493 1.0228389359 0.9716021061 
4.675 0.0 3.76257154 1.9111474489 4.7380530504 0.8190631924 1.0697968227 
4.725 0.0 2.4555749762 1.0690938672 3.2740999682 1.0690938672 0.349091875 
4.775 0.0 1.6029460226 1.0468218923 4.2745227269 0.6106461038 1.709096967 
4.825 0.0 1.1774225791 1.0252387084 5.4946387026 0.5980559132 0.8927248617 
4.875 0.0 0.0 1.7575533554 1.2815493216 0.7532371523 0.8745066258 
4.925 0.0 0.0 2.7060761307 0.2511320652 1.0660299909 0.6426303242 
4.975 0.0 0.0 0.7232608446 0.7383287789 0.8036231607 0.8397042006 
5.025 0.0 0.0 0.4726262136 1.4474177791 0.9452524272 0.5144230896 
5.075 0.0 0.0 0.4633593328 2.6015695871 0.6950389991 1.3112753907 
5.125 0.0 0.0 1.1359058741 3.2467976233 0.7572705827 1.0879969188 
5.175 0.0 0.0 0.445624884 0.9098174715 0.74270814 0.9700677747 
5.225 0.0 0.0 0.218568525 0.8924881439 0.8742741002 0.4757954287 
5.275 0.0 0.0 0.8577788564 1.0945615616 0.8577788564 0.5601821103 
5.325 0.0 0.0 0.0 1.7185649092 0.9118915845 1.4658979317 
5.375 0.0 0.0 0.619618978 1.2650554133 0.3442327655 1.0790643426 
5.425 0.0 0.0 0.4055000962 3.7255321339 0.5406667949 0.7061770383 
5.475 0.0 0.0 1.3934465025 1.2192656897 0.5308367629 0.6066705861 
5.525 0.0 0.0 0.9773857455 0.3990991794 0.651590497 1.1063740684 
5.575 0.0 0.0 0.7679463173 1.1759177983 1.0879239495 1.0866179183 
5.625 0.0 0.0 1.1315320575 1.9251760701 0.9429433813 0.4105331728 
5.675 0.0 0.0 0.3705603772 0.1891401925 1.2969613202 1.0486606593 
5.725 0.0 0.0 1.2744060446 0.5575526445 0.7282320255 1.109686896 
5.775 0.0 0.0 1.610272383 0.3652932721 0.7156766147 0.7789677439 
5.825 0.0 0.0 0.8793039085 0.718098192 0.6448228663 0.3828261915 
5.875 0.0 0.0 1.0372809747 0.352963665 1.3254145788 0.5268728761 
5.925 0.0 0.0 0.1699746825 0.8675791085 0.7365569574 0.5180180799 
5.975 0.0 0.0 0.3342836745 1.023743753 1.0028510234 1.0915385289 
6.025 0.0 0.0 1.3150338053 1.5102341357 0.9862753539 0.6440981903 
6.075 0.0 0.0 1.2934763608 2.1456886506 0.9701072706 0.9151125274 
6.125 0.0 0.0 1.272444692 1.2989539565 0.5301852883 0.9002329794 
6.175 0.0 0.0 1.8778827586 1.7572548731 0.7302877395 0.88571341 
6.225 0.0 0.0 1.6938508406 1.1003614362 0.8212610136 1.005625731 
6.275 0.0 0.0 1.060795838 0.9281963583 0.8082254004 0.9236861719 
6.325 0.0 0.0 1.4915581996 0.4567896986 1.0440907397 0.8442016477 
6.375 0.0 0.0 1.0277771564 0.8993050119 0.8809518484 1.1506309856 
6.425 0.0 0.0 1.1563919412 0.29512086 1.2527579363 0.9439934214 
6.475 0.0 0.0 1.1386016496 0.1452903147 0.8539512372 0.8675060187 
6.525 0.0 0.0 1.2613711033 0.2861443707 0.6073268275 1.2203741589 
6.575 0.0 0.0 1.5183175191 0.1409044667 0.9662020576 1.3821665975 
6.625 0.0 0.0 0.543813131 0.0 0.7704019356 0.8286676282 
6.675 0.0 0.0 1.0713933378 0.0 1.205317505 0.6996854451 
6.725 0.0 0.0 0.9235809943 0.0 0.9235809943 1.0914232158 
6.775 0.0 0.0 1.2999988106 0.0 1.0399990485 0.8489788151 
6.825 0.0 0.0 1.1529189588 0.0 1.0675175544 1.2269916054 
6.875 0.0 0.0 0.757473522 0.0 0.9258009713 1.264173497 
6.925 0.0 0.0 0.3732874059 0.0 0.7465748118 1.0834645794 
6.975 0.0 0.0 0.73590964 0.0 0.8994451156 0.8009900844 
7.025 0.0 0.0 1.4509427633 0.617154474 1.0075991412 0.8949125434 
7.075 0.0 0.0 0.715253645 1.0952321439 1.1523530947 0.9861093337 
7.125 0.0 0.0 0.5877085514 1.0799144632 1.0578753926 0.614095466 
7.175 0.0 0.0 0.9272737037 1.3015638705 1.0431829166 1.0092775006 
7.225 0.0 0.0 0.9144839257 1.0502276334 1.2574153979 0.9953566538 
7.275 0.0 0.0 0.5637230912 0.3452803934 0.6764677094 1.2271523073 
7.325 0.0 0.0 1.3345284201 0.2270551826 1.4828093557 1.2104566169 
7.375 0.0 0.0 1.0970787738 0.5599672908 1.0239401889 0.7642235812 
7.425 0.0 0.0 0.324705932 0.441960852 0.9019609224 1.4136856906 
7.475 0.0 0.0 0.3203765842 1.9623065782 1.2103115403 0.4649456097 
7.525 0.0 0.0 0.8430219951 0.7530118342 1.440162575 1.1928474489 
7.575 0.0 0.0 0.9359209817 0.6369462237 1.1092396821 0.9507768703 
7.625 0.0 0.0 0.6157912639 0.6286202486 1.0263187732 0.8936653263 
7.675 0.0 0.0 1.1142891612 0.2068188216 1.080522823 0.9702653921 
7.725 0.0 0.0 1.1999033862 0.0 1.299895335 1.2624833814 
7.775 0.0 0.0 1.1845202215 0.0 1.151616882 1.4182010815 
7.825 0.0 0.0 0.7796206648 0.0 1.494272941 1.2304217296 
7.875 0.0 0.0 1.0584092495 0.0 1.3791393251 1.3405208058 
7.925 0.0 0.0 0.8550786291 0.0 1.1084352599 1.4477521763 
7.975 0.0 0.0 1.3134960009 0.0 1.5011382867 0.8577933067 
8.025 0.0 0.0 0.4632783898 0.0 1.1118681356 0.9278174011 
8.075 0.0 0.0 0.7320943626 0.0 1.5251965888 0.9562048818 
8.125 0.0 0.0 1.17505655 0.0 1.17505655 0.9444724546 
8.175 0.0 0.0 1.0714400961 0.0 1.4285867948 0.8940815314 
8.225 0.0 0.0 0.9702486781 0.0 1.3524678543 0.998450093 
8.275 0.0 0.0 0.9585590773 0.0 1.3361732592 1.3278740464 
8.325 0.0 0.0 0.5165887996 0.0 1.0331775991 1.2744866529 
8.375 0.0 0.0 0.8507316766 0.0 1.1910243473 1.0370824248 
8.425 0.0 0.0 2.1016599108 0.0 1.0087967572 0.8418077248 
8.475 0.0 0.0 0.9969286977 0.0 0.8584663786 0.8319042194 
8.525 0.0 0.0 1.0673745839 0.0 1.1768489002 1.1438948968 
8.575 0.0 0.0 0.973812362 0.0 1.0279130488 0.9892697011 
8.625 0.0 0.0 1.2031931772 0.0 1.0962426725 0.9079879577 
8.675 0.0 0.0 1.1100726221 0.0 0.9514908189 1.1737211009 
8.725 0.0 0.0 0.9406167572 0.0 1.019001487 0.8190404416 
8.775 0.0 0.0 0.9299280461 0.0 1.0590847192 0.9446888087 
8.825 0.0 0.0 1.0726572465 0.0 1.4557491202 1.2008757512 
8.875 0.0 0.4640147074 1.2878775551 0.0 0.9848475421 0.9894857566 
8.925 0.0 1.1470755993 1.0487548336 0.0 0.8489920082 0.8153584713 
8.975 0.0 3.5164243848 1.0371021227 0.0 1.0371021227 0.9675588317 
9.025 0.0 3.2532099569 1.538463822 0.0 1.1233227907 1.2120323988 
9.075 0.0 0.6656815363 1.086826998 0.0 1.2075855533 1.3248938642 
9.125 0.0 1.2070784019 0.6449695357 0.0 0.9793981839 0.8736095299 
9.175 0.0 0.4341665871 1.6303398371 0.0 1.0632651111 1.5430604788 
9.225 0.0 0.2147364701 1.0517704657 0.0 0.9582797577 1.068465235 
9.275 0.0 0.5310687454 0.8323689724 0.4248549963 1.2023107379 0.8455811783 
9.325 0.0 2.5218668169 1.5096889788 0.7705704163 1.0750815455 0.836537616 
9.375 0.0 3.0148384303 1.357844191 1.8019723951 0.8825987241 0.916313903 
9.425 0.0 1.748617466 1.2091280437 1.9886237849 1.1195630035 1.1405833701 
9.475 0.0 0.8142170058 1.329333887 2.1712453487 1.1520893687 0.7813227744 
9.525 0.0 0.8056912516 0.9865607162 1.3428187526 1.2057964309 1.0881250167 
9.575 0.0 0.1993246777 0.9111985264 1.1295065067 0.9111985264 1.1618002592 
9.625 0.0 0.1972591555 0.9661672924 1.2493079851 1.009108061 0.8412885267 
9.675 0.0 0.0 1.2749425247 1.1062782532 0.7862145569 0.9713847808 
9.725 0.0 0.0 1.0094930451 0.3864465563 1.0305241502 1.1537063373 
9.775 0.0 0.0 1.4363387667 0.3187527154 0.9575591778 1.1691228293 
9.825 0.0 0.0 0.8654171662 0.3155166752 0.7623913131 1.0765150367 
9.875 0.0 0.0 1.1014401258 0.3747955984 0.999454929 1.2521284574 
9.925 0.0 0.0 1.4538272926 0.6183814005 1.0701784237 1.0021848003 
9.975 0.0 0.0 1.3793187605 1.7141533872 1.0594767291 0.9660534827 
